"32,30,34,31,29,33",150,"30,34",0.03,4
"32,30,34,31,29,33",126,,0.124,4
"32,30,34,31,29,33",121,,0.041,4
"32,30,34,31,29,33",121,,0.109,5
"35,38",147,"38,35",0.089,5
28,1,,0.127,6
28,5,28,0.155,6
"37,29,31,27,30,35",14,,0.029,6
"37,29,31,27,30,35",8,30,0.143,6
"37,29,31,27,30,35",14,,0.098,6
"37,29,31,27,30,35",1,,0.143,6
"35,38",136,,0.094,6
28,3,28,0.004,7
"20,25,28,24,26,29",17,26,0.103,7
"20,25,28,24,26,29",18,,0.086,7
"32,30,27,29,28,26",4,"27,30",0.017,7
"32,30,27,29,28,26",20,"28,30",0.165,8
"32,30,27,29,28,26",16,"30,32",0.104,8
"32,30,27,29,28,26",10,"28,32",0.027,9
"31,34,30,29,32,28",1,,0.181,9
"31,34,30,29,32,28",11,"29,28",0.195,9
"30,33,27,29,31,39",12,29,0.183,9
"30,33,27,29,31,39",7,33,0.126,9
"30,33,27,29,31,39",1,"27,31",0.067,9
"30,33,27,29,31,39",8,"39,31",0.083,9
"35,34,33,36",7,,0.058,9
"35,34,33,36",20,33,0.024,9
"35,34,33,36",17,,0.168,9
"28,21,27,26,25,24",5,"25,28",0.175,9
"28,21,27,26,25,24",17,26,0.046,9
"35,34,37,36",8,"36,34",0.13,9
"28,30,31,33,29,27",7,,0.04,10
"28,30,31,33,29,27",18,29,0.041,10
"28,30,31,33,29,27",8,33,0.029,10
"31,28,32,27,29,30",19,"28,27",0.111,10
"28,30,31,33,29,27",9,29,0.09,10
"30,33,26,29,31,37",3,29,0.183,11
"30,33,26,29,31,37",19,26,0.144,11
"30,33,26,29,31,37",4,26,0.107,11
"30,33,26,29,31,37",1,30,0.094,11
"36,35",14,35,0.085,11
"29,27,31,30,28,33",20,,0.152,11
"24,23,26,27,25,31",1,,0.031,11
"24,23,26,27,25,31",11,,0.107,12
"24,23,26,27,25,31",2,"31,27",0.176,12
"35,33,32,34,36,37",11,34,0.019,12
"34,35",7,"34,35",0.066,12
35,6,35,0.198,12
"27,30,31,28,26",20,,0.031,12
"30,27,29,26,32,31",7,,0.067,13
"27,30,31,28,26",8,,0.139,13
"27,30,31,28,26",12,,0.087,13
"30,27,29,26,32,31",14,"31,30",0.051,14
"35,34,36,33",4,"36,33",0.058,14
"35,34,36,33",1,36,0.147,14
"35,34,36,33",8,35,0.105,14
"34,35,36",3,34,0.181,14
"34,35,36",15,34,0.179,14
"29,31,32,30",9,,0.171,15
"29,31,32,30",13,"32,31",0.186,15
"29,31,32,30",7,,0.169,24
"25,20,22",12,22,0.108,25
"29,31,32,30",20,,0.111,25
"29,30,24,31,32,33",1,31,0.105,25
"25,20,22",7,,0.102,25
"30,32,29,28,31",3,,0.009,26
"24,26,25,23,28,31",10,"23,25",0.124,26
"25,20,22",10,"20,25",0.027,26
"25,20,22",20,,0.192,26
"30,32,31,29,25,33",20,"25,31",0.078,27
"30,32,31,29,25,33",12,31,0.112,27
"24,26,25,23,28,31",5,23,0.115,27
31,16,31,0.129,27
25,14,25,0.089,28
"37,33,34,35,32,36",2,"33,32",0.159,28
"29,32,35,31,27,30",10,35,0.086,28
"29,32,35,31,27,30",17,"27,35",0.088,28
