"15,16,14,12",13,12,0.175,2
"45,46,44,47",19,,0.076,4
"14,15,12,17,16",10,"16,12",0.078,4
"4,2,5,6",19,"5,2",0.043,4
"45,47",18,,0.015,4
"34,31,36,35,39,37",12,"31,37",0.129,5
"43,45,44",13,43,0.17,5
"38,35,36,34,37",17,"34,38",0.091,5
"23,25,24,26",11,,0.003,5
"26,25,24",8,,0.049,5
"44,45,43",14,,0.037,5
"5,3",15,5,0.074,5
"35,34,33,36",496,34,0.157,5
"45,46,44,43,48",10,48,0.105,6
"35,33,34,36",7,36,0.06,6
"5,6,2,4,0",17,,0.174,6
"7,5",2,"5,7",0.085,6
"45,44,47,46",3,,0.158,6
"16,14",11,14,0.044,6
34,12,34,0.184,6
"15,12,14,18",17,14,0.193,6
"33,37,34,35",8,34,0.048,6
"45,44,46,47",9,45,0.026,6
"33,32,36,35,34",9,,0.01,6
"7,4,5,3",7,"3,4",0.171,7
"28,24,25,22",19,24,0.153,7
"16,14,15,13",11,,0.01,7
"24,25,26,23",16,"25,24",0.062,7
"15,14,16,12",17,"12,15",0.072,7
"36,34,38,33",17,"33,38",0.156,7
"24,21",5,24,0.125,7
"14,13",13,,0.089,7
"25,24",5,25,0.192,8
"43,44,45,46",17,43,0.189,8
"4,7,5,6,0,3",6,6,0.161,8
"6,4,5,8,2",5,,0.147,8
"45,44,43,47,41,46",20,,0.083,8
"46,44,45,43",13,"45,43",0.072,8
16,8,16,0.181,8
25,2,25,0.177,8
6,14,6,0.176,8
"44,45,42,47",9,47,0.195,8
"35,33,34,36",14,36,0.158,8
"15,14,12",16,"12,14",0.104,8
"45,43,44,46",3,"46,45",0.056,8
"1,7,4,6,5",5,5,0.147,8
"6,5",18,"6,5",0.027,8
"15,14,13,16",5,"16,13",0.134,8
"4,0",19,0,0.06,8
"33,36,35,34",15,,0.05,8
"37,33,35,38",10,33,0.114,8
"4,5,3,6",1,"6,3",0.172,8
"44,43,47,46",4,44,0.143,8
"44,45,42,47,43",17,,0.025,8
"3,5,7,4,2,6",13,,0.047,8
"4,5",1,5,0.103,8
46,17,46,0.184,9
"14,15,11",8,"15,11",0.074,9
"34,31,33,35,37",8,"34,33",0.129,9
"23,24,25,26",6,,0.047,9
"13,12,15,14",4,"15,14",0.061,9
"43,45,44",20,"45,44",0.162,9
"5,6",4,5,0.194,9
"25,28,24,23,26",13,"25,26",0.026,9
"45,44,46",3,44,0.168,9
"3,9,6,4,5",16,"6,9",0.073,9
"4,3,6,5",15,3,0.053,9
"45,46,44,43",1,"45,43",0.066,9
"25,24,23",6,24,0.094,9
"5,4,6,3,7",18,6,0.027,9
"11,13,14,16,15",8,16,0.114,9
"27,25,24,26,23",20,24,0.077,9
"35,34,38,36,32,33",6,,0.107,10
"6,5,4",8,,0.187,10
"28,23,24,25,22",19,22,0.192,10
"4,0,9,5,6,3",9,0,0.132,10
"45,44,42",18,,0.042,10
13,15,,0.076,10
45,17,45,0.065,10
"34,33,35,37",3,,0.156,10
"14,10,15,16,17,12",19,16,0.123,10
"45,47,46",17,,0.016,10
"15,14,12",10,"12,15",0.103,10
"17,14,15,13,12",18,"15,12",0.016,10
"6,3",7,"3,6",0.002,10
"26,24",17,"24,26",0.186,10
"5,3,4,6,2,1",1,"2,3",0.154,10
"26,23,24,25,27",15,27,0.121,10
"25,23,24,26",8,"26,23",0.069,10
"48,45,43,46,44",10,,0.185,10
"25,24,23,21,26",482,"26,25",0.058,10
"24,23,25",4,"25,23",0.104,10
"12,15,16,13,14",7,16,0.058,11
"46,44,41,45",5,"41,46",0.183,11
"34,38",13,"38,34",0.187,11
"44,42,43,47,46,45",494,43,0.011,11
"24,20,21,25,26",4,26,0.167,11
"41,40,45,44,42,47",13,44,0.153,11
"24,25,23",17,23,0.137,11
"14,15,16,12,18",9,18,0.01,11
"45,43,44",17,,0.095,11
"39,33,35,34,32",6,"34,32",0.109,11
"45,44,48,43,42",9,"42,48",0.0,11
"5,4,6,3",5,,0.029,11
"26,25,22,23,24",5,"22,25",0.1,11
32,14,32,0.148,11
"15,14,13",6,14,0.198,11
"25,24,26",8,,0.11,11
"35,34,38,32,36",3,,0.128,11
"14,15,18",10,,0.003,11
"14,15,16,11,13",15,,0.029,11
"5,3,4,8",16,5,0.117,11
"43,45,41,46,44,42",14,"41,42",0.13,12
"44,41,45,43,46,47",15,,0.143,12
"34,35",20,35,0.039,12
"34,35,33,32,36",436,35,0.146,12
44,8,44,0.077,12
"25,24,22,23",12,"25,22",0.195,12
"40,45",2,"45,40",0.12,12
"12,16,15,17,14,10",12,15,0.042,12
"34,35,36,37",7,"36,35",0.184,12
"15,14,17",8,"14,15",0.034,13
"35,33,32,34,38,36",11,"33,36",0.105,13
"4,5,7,6,3",16,,0.002,13
"24,23,25,26",4,,0.102,13
21,9,,0.034,13
"2,5,4,8",6,,0.19,13
"15,10,13,14",19,,0.179,13
"4,3",20,4,0.008,13
34,5,34,0.017,13
"36,35,34",10,,0.182,13
"9,6,3,4,5,2",17,6,0.157,13
46,1,,0.097,14
"14,19,13,10",3,10,0.026,14
"15,13",9,15,0.025,14
"5,3,4,7,6",20,"6,3",0.159,14
"45,41",10,"45,41",0.154,14
"32,35,34,33,38",9,33,0.102,14
"15,13,12",1,12,0.033,14
"13,15,14,16,17",11,"13,15",0.014,14
17,11,,0.001,15
"24,21,25,28,26,23,22",18,28,0.088,15
"15,12,14",1,14,0.095,15
"34,35,39,33,31,37",20,33,0.124,15
"34,32,37,35,36",6,"36,34",0.066,15
"22,21,25,24,23,26",13,24,0.053,15
"15,12,13,14,16",19,,0.163,15
"35,33,32,34",5,,0.178,15
6,496,,0.117,16
"36,35,32,37,31",8,,0.17,16
"24,26,25,22",413,26,0.117,16
"15,13,16,14",4,,0.018,16
"44,45,43,41",10,"41,45",0.189,16
"44,43,45",19,"43,44",0.194,17
"5,6",7,6,0.08,17
"23,24,25,29,20",15,"29,25",0.066,17
"6,4",16,4,0.051,17
"4,5,3",10,4,0.068,17
"45,44,43",12,,0.165,18
"15,12,13,16,14",20,,0.007,18
"35,33,34,37",11,"34,35",0.111,24
"6,5,3,4",16,3,0.161,24
"5,0,4,6",10,"5,4",0.06,24
"33,34,39,37",8,"34,33",0.186,24
"5,4,6,2",8,,0.082,25
"25,24,22,28",2,25,0.151,25
"43,44,45,46,47",1,"47,45",0.093,25
"5,6,4",9,6,0.186,25
"25,24,26,22,20,23",9,"24,22",0.005,26
"25,20,24,26,27",17,,0.119,26
"25,29,23,24",2,,0.169,26
"15,11,13,14,17",10,13,0.141,26
5,14,5,0.085,26
"4,5,3,2,6",7,"5,2",0.008,26
"13,14,15,16",12,,0.003,27
"5,3,2,6,4,1",20,"1,4",0.169,27
"15,14,17,19",12,15,0.037,27
"15,14,17,13,16,12",9,"12,16",0.137,27
25,1,25,0.038,27
