tab,scan,filter,sel,preds,gp_ob,lg_preds
cast_info,[],['ci_person_id'],2.86102294921875e-06,"[[1, '=', 172968]]",[],"[1, '=', 172968]"
cast_info,[],"['ci_movie_id', 'ci_person_id']",0.3616933822631836,"[[1, '<', 3194645]]",[],"[1, '<', 3194645]"
cast_info,[],"['ci_movie_id', 'ci_person_id', 'ci_role_id']",9.5367431640625e-07,"[[1, '=', 1742124], [6, '>', 2]]",[],"['and', [[1, '=', 1742124], [6, '>', 2]]]"
cast_info,[],"['ci_movie_id', 'ci_role_id']",0.08413887023925781,"[[6, '=', 2]]",[],"[6, '=', 2]"
cast_info,[],"['ci_movie_id', 'ci_person_id', 'ci_role_id']",0.2189188003540039,"[[1, '>', 681261], [6, '>', 1]]",[],"['and', [[1, '>', 681261], [6, '>', 1]]]"
cast_info,[],"['ci_person_id', 'ci_role_id']",0.09296131134033203,"[[1, '>', 1278953], [6, '<', 2]]",[],"['and', [[1, '>', 1278953], [6, '<', 2]]]"
cast_info,[],"['ci_movie_id', 'ci_person_id', 'ci_role_id']",0.06749439239501953,"[[1, '<', 2945474], [6, '=', 2]]",[],"['and', [[1, '<', 2945474], [6, '=', 2]]]"
cast_info,[],"['ci_movie_id', 'ci_person_id']",0.3833532333374024,"[[1, '>', 284738]]",[],"[1, '>', 284738]"
cast_info,[],['ci_person_id'],0.1680736541748047,"[[1, '<', 1436321]]",[],"[1, '<', 1436321]"
cast_info,[],"['ci_movie_id', 'ci_person_id', 'ci_role_id']",1.9073486328125e-06,"[[1, '=', 2610477], [6, '<', 3]]",[],"['and', [[1, '=', 2610477], [6, '<', 3]]]"
