"30,27,29,28,31,26,25,32",4,25,0.194,3
"29,34,38,37,35,39,32,36",12,"32,35",0.144,5
"28,24,31,27,33,30,26,29",20,26,0.043,5
"39,42,40,38,45,41,36,44",7,,0.026,5
"13,15,19,21,14,11,22,18",15,"19,14",0.065,6
"34,33,36,29,35",8,,0.08,6
"25,23,22,20,24,21,26,18",7,,0.088,6
"11,18,17,31,15,16,23,19",1,,0.192,6
"39,40,42,44,38,41,37,34",11,"38,42",0.003,6
"31,28,25,29,27,30",5,,0.154,6
"40,39,41,43",4,39,0.018,6
"39,40,42,41,37",16,"42,39",0.14,6
"27,35,25,31,22,24,28,30",4,22,0.105,6
"34,33,29,28,40,31,32,22",11,22,0.026,6
"31,28,26,27",18,"27,28",0.067,7
"21,17,22,15,13,12,19,11",7,"21,22",0.021,7
"21,16,17",4,16,0.045,7
"22,17,14,15,11,19,16,26",34,,0.003,7
"28,30,37,27,31,41,39,22",4,,0.006,7
"38,33,40,37,41,39,35",12,,0.176,7
"30,36,34",10,,0.04,7
"29,32,27,28",19,32,0.009,7
"39,42,41,40,44",5,"39,44",0.082,7
"34,39,33,35,28,36,32,29",8,"36,35",0.05,7
38,20,,0.178,7
"39,40,37,36,38",8,,0.028,7
"38,40,39,43,41,44",17,"41,39",0.169,8
"17,15,11,16,33,26,20,12",3,"17,26",0.089,8
"31,29,30,27,26,28",1,"31,29",0.137,8
"27,30,26,25,29,37,33,36",1,26,0.155,8
"34,38,33,30,36,35,37,32",6,,0.113,8
"40,39,41,38,37,43,42",12,,0.035,8
"22,23,14,26,21,24,27,13",16,,0.146,8
"25,11,21,18,12,14,26,13",2,13,0.079,8
"24,28,29,27,25,30,26,33",12,,0.143,8
"29,32,43,34,36,35,31,28",20,28,0.15,8
"34,27,30",2,,0.1,8
"34,32,35,37,45,33,26,38",5,37,0.097,9
"40,39,41,44",6,40,0.182,9
"21,23,20,22,24,25,17,16",7,,0.033,9
"28,29,26,27,25",5,,0.189,9
"40,41,39",6,,0.142,9
"16,18,21,17,32,15,11,25",17,11,0.094,9
"15,16,21,20",14,15,0.054,9
"16,19,11,15,17,18,21,12",19,18,0.09,9
28,12,28,0.174,9
"29,23,21,22,19,13,27,24",5,"19,23",0.169,9
"29,28,27,25,31,30",11,"27,30",0.086,9
"19,21",5,21,0.015,9
"34,32,36,31,28,33,41,30",8,,0.043,9
"16,19,17,13,11,21,14,20",18,"19,11",0.186,9
"20,17,21,19,18,23,28,26",38,"28,26",0.179,9
"11,19,18,20,14,16,17,13",35,16,0.011,9
"18,23,20,22,19,29,21",18,21,0.179,10
"40,39,35,41,44,42",6,"39,35",0.075,10
"36,34,29",19,,0.158,10
"42,39,40,41,38",9,"42,40",0.056,10
"34,27,35,32,28,36,33,31",10,,0.112,10
"28,27,26,29,30,24",10,28,0.173,10
"20,22,25,21,19,28,16,23",16,22,0.004,10
"27,22,31,26,23,28,29,37",19,"31,37",0.015,10
"17,11,16,14,12,20,13,25",32,16,0.174,11
"39,42,40,41,37,44,38",10,"39,40",0.167,11
"38,40,41,37,39",17,40,0.075,11
"21,19,25,22,23,27,20,26",34,21,0.088,11
"41,37,38,36,40,39,43",20,,0.075,11
"22,32,27,28,29,25,30,24",10,32,0.057,11
"34,35,39,37,44,36,42,32",18,,0.12,11
"18,14,15,11,12,17,20,32",12,15,0.135,11
"23,22,24,20,18,17,16,29",8,18,0.028,11
"21,22,23,27,19,16,24,20",15,,0.127,11
"42,40,41,43,39,38,37",14,37,0.141,11
39,18,39,0.1,11
"40,42,39,38,35,37,36,41",18,42,0.064,11
"40,41",16,41,0.02,12
"42,34,35,33,40,36,31,27",11,36,0.051,12
"23,22,28,30,27,21",19,28,0.126,12
"42,45,39,40,38",9,"40,42",0.127,12
"18,20,23,33,22,21,15,25",3,,0.189,12
"19,27,24,23,25,22,17,21",6,"23,25",0.129,12
"38,40,41,39,43,45,42",4,,0.161,13
"31,23,22,34,30",20,31,0.177,13
"37,35,29,36,31,34,28,33",8,,0.048,13
"14,18,17,19,12,23,20,15",10,20,0.107,13
"34,35,33,40,30,31,28,36",17,"28,30",0.138,13
"26,23,21,22,14,25,13",15,,0.112,13
"27,31,28,30,26,24,29,25",14,24,0.173,13
"42,37,40,34,33,31,35,39",4,39,0.155,13
"29,30,27,25,22,28,26,32",6,,0.184,13
"28,27,25,29,30,31,26",3,"25,28",0.119,14
"27,35,39,30,29,31,23,32",10,39,0.155,14
"17,24,13",2,,0.195,14
"20,22,21,25,28,24,18,27",16,,0.123,14
"28,30,27,29,26",17,,0.143,14
"16,24,19,18",33,16,0.196,15
"39,42,43,36,40,38,41,37",10,"37,38",0.145,15
"28,27,29,26,22,30",12,,0.081,16
"41,40,38,37,42",19,"37,42",0.19,16
"27,28",20,"27,28",0.04,16
"31,28",11,28,0.166,18
"18,13,16,14,15,17,6,19",3,,0.084,23
"16,9,13,18,17",3,"17,13",0.081,23
"12,17,5,15,11,9,14,10",17,"17,5",0.025,25
"23,21,22",12,,0.087,26
"15,16,17,14,13,24",10,"16,24",0.002,26
"5,9,18,16,10,13,11,12",10,,0.17,26
"20,14,21,19,22,23,24",6,20,0.001,26
"21,22,23,19,20,26",17,19,0.053,26
"12,10,11,9,14,15,5,16",20,"11,12",0.006,26
"21,20,25,22,19,16,23",12,"23,22",0.099,26
"22,24,21,20,19",15,,0.029,26
"12,13,10,11,20,8,5,15",4,12,0.191,26
"17,7,11,10,12,5,6,8",19,10,0.195,26
"12,10,5,13,15,7,11,6",3,"10,13",0.118,27
"10,9,18,7",19,"9,7",0.161,27
"19,15",12,15,0.035,27
"10,11,8,24,9,7,6,5",18,"5,8",0.004,27
"17,11",4,"17,11",0.099,27
"19,23,21,22,24",3,,0.071,27
"11,10,13",7,"13,10",0.027,27
"14,5,6,12,10,17,16,8",18,"6,16",0.144,27
"11,12,10,7,15,14,9,6",20,"6,9",0.03,27
"21,22,23,18",18,"21,23",0.034,27
"21,19,25,18,20,17,23,22",15,19,0.026,27
"15,23,11,8,6,24,13,5",17,11,0.101,27
"8,16,9,19,20,14",12,,0.036,27
"10,8,20,9,11,5,17,12",12,"20,5",0.099,27
"19,21,17,18,22,23,20,24",19,"17,18",0.022,28
"22,21,23,25,19",10,,0.122,28
"8,21,17,18,16,14",8,17,0.076,28
"22,24,21,23,20",14,"22,21",0.124,28
"5,13,10,18,11,14",14,"13,14",0.062,28
"17,16,12,15,14,21,19,26",13,21,0.095,28
"12,14,11,5,9,10,13,8",17,14,0.016,28
"10,11,5,9,16,8,13,12",4,"16,10",0.115,28
"23,21,24,22,20,26",18,"26,24",0.049,28
"19,22,21,17,24,18,20",13,21,0.078,28
"11,5,19,12,14,18,6,16",11,,0.165,28
"12,19,17,14,15,16,18,11",15,"17,18",0.142,29
"22,23,24,21,20,19",6,,0.164,29
"21,20,22,24",4,21,0.132,29
"9,5,18,10,12,11,14,16",16,"14,9",0.148,29
"15,12,19,5,13,16,18,22",8,,0.194,29
"19,17,16,14,12",12,14,0.106,29
"11,17,12,10,18,14,8,9",17,,0.156,29
"23,20,21,24,18,22,19",2,,0.142,29
"15,18,17,14,16,13,22,19",19,"19,13",0.055,29
"21,22,20,23,19,25",2,,0.196,29
"26,13,16,14,17,15,6",15,,0.125,29
"17,15,18,14,16,10,20,13",10,"10,15",0.03,29
"12,21,16,23,15,17,19,18",9,12,0.047,29
"22,19,20,21,24,23",9,23,0.142,29
"16,17,13,14,15,11,18",13,17,0.073,29
"5,12,14,11,6,9,10,26",19,,0.148,29
"22,20,19,21,24,25,23",1,20,0.094,29
"26,17,21,23,24,22,20,18",1,21,0.063,29
"15,9,16,13,14,25,10,21",10,15,0.116,30
"23,21,20,24,15,22,19",9,,0.181,30
"8,11,12,9,13,16,10,14",9,"14,13",0.083,30
