44,9,44,0.075,4
"5,4,6",4,4,0.032,5
"14,15",11,"14,15",0.184,5
"25,24,23",7,,0.187,5
"5,4,6",11,4,0.001,5
"34,35,33",168,,0.133,6
14,10,14,0.022,6
"35,36,34",12,"35,34",0.128,6
"4,5",17,,0.175,6
"25,23,24",15,"25,23",0.178,7
"5,4",11,"5,4",0.121,7
"25,24,23",7,24,0.051,7
"14,15,13",19,,0.072,7
"4,5,3",18,3,0.083,7
"35,34,36",6,34,0.06,7
"34,45",157,"31,32",0.132,7
"25,24",13,,0.026,7
"44,45,43",13,"45,44",0.08,8
"34,35,33",8,,0.14,8
45,18,45,0.007,8
"13,15,14",10,,0.019,8
"5,4",19,,0.082,8
"34,35",20,"35,34",0.113,9
6,10,6,0.194,9
"23,25,24",9,"24,25",0.151,9
"35,33,34",175,"33,34",0.048,9
"14,15",15,14,0.15,9
"34,35",3,35,0.179,9
"35,34",2,,0.071,9
"34,35",18,"35,34",0.157,9
"45,44",1,,0.066,9
"45,44",163,45,0.137,9
"24,25",11,"25,24",0.149,9
"24,25",12,,0.128,10
"14,15",7,14,0.05,10
"14,15",7,,0.191,10
"34,35,33",5,34,0.172,10
"24,25,23",11,25,0.005,10
"4,5",8,"5,4",0.086,10
"45,44",4,,0.082,10
"45,44",2,"44,45",0.076,11
"25,24,26",186,,0.107,11
24,20,,0.089,11
"4,5",15,,0.145,11
"44,46,45",14,,0.006,11
"26,24,25",9,25,0.081,11
"25,4,24",18,,0.178,11
"5,4",18,,0.078,12
"13,14,15",17,13,0.072,12
"15,14",6,"15,14",0.03,12
"34,35",19,35,0.173,12
"3,4,5",19,5,0.08,12
"4,5,3,6",5,5,0.181,13
24,159,24,0.085,13
"3,6,5,4",4,5,0.077,13
"45,44",1,"44,45",0.119,14
"45,44,43",5,"44,43",0.038,14
"4,5",11,,0.053,15
"4,3,5",3,5,0.182,16
"25,24,26",17,,0.199,18
34,14,34,0.142,22
"34,35",10,,0.005,24
"44,45",6,,0.132,24
"14,15",1,,0.16,25
"35,33,34,36",19,"36,35",0.059,26
35,5,35,0.112,26
"35,34",15,"35,34",0.122,26
"44,45,46",13,45,0.16,26
"33,34,35",6,"35,33",0.196,26
"14,15",16,,0.106,26
"15,16,14",4,15,0.071,26
"15,16,14",8,16,0.037,27
"44,45,43,47",12,43,0.125,27
"46,44,45,43",17,,0.166,27
"44,45",6,"45,44",0.059,27
"44,45",2,,0.073,28
"45,44",2,44,0.033,28
"44,45,43",10,,0.031,28
"44,45,43,46",4,"46,45",0.022,28
4,3,4,0.068,28
"24,28,26,25",13,,0.038,28
"15,14,16",16,"14,15",0.025,28
"45,46,44,43",4,43,0.082,29
45,1,45,0.046,29
"23,25,24,26",4,"24,26",0.183,29
"4,5",3,"5,4",0.09,29
"45,44",4,44,0.083,29
5,2,5,0.081,29
"5,4,3",11,5,0.117,30
"25,24",3,"24,25",0.079,30
"34,35,36",11,"35,36",0.121,30
35,5,35,0.01,30
"35,34",1,,0.165,30
"24,25",6,,0.134,30
"5,3,4",19,3,0.092,30
"24,25,23",2,,0.11,30
"25,24",20,"24,25",0.078,30
15,16,15,0.101,31
"15,13,14,12",6,,0.16,31
"5,4,6,3",18,,0.058,31
"15,14",14,"15,14",0.151,31
"44,45,43",15,,0.019,31
"24,25",7,,0.089,31
"44,45",5,,0.168,31
"24,25,26",7,"24,26",0.114,32
"14,15,16,13",19,13,0.038,32
"14,15",8,,0.149,32
45,20,45,0.015,32
"44,45",9,,0.066,32
"35,34",17,34,0.059,32
"45,44,43,46",12,45,0.119,33
"14,15,16,13",14,16,0.08,33
"35,34",14,,0.166,33
"25,24",9,"24,25",0.196,33
"5,4,3,6",15,"6,4",0.013,34
"34,35,33",5,,0.082,34
"45,44,46,43",5,"46,43",0.143,35
"34,36,35",6,,0.015,35
"24,26,25,23",15,,0.02,36
"35,34",4,"35,34",0.052,36
"25,24",5,25,0.112,42
"5,4,3",8,,0.022,43
"5,4",7,,0.022,43
"26,25,24",4,"26,25",0.084,45
"24,25",18,"25,24",0.023,45
"24,25,23,26",9,,0.143,45
"16,15,14",7,15,0.185,46
"14,15",20,,0.063,46
"35,34",6,,0.086,46
"24,25,23",5,24,0.051,46
