"2,3",105,"2,3",0.02
"20,21",100,21,0.02
"27,26",124,,0.02
21,113,,0.02
"15,14",103,"14,15",0.02
"21,20",119,"21,20",0.02
"20,21",4,,0.02
"2,3",12,3,0.02
"8,9",13,9,0.02
"14,15",10,,0.02
"15,14",14,,0.02
"26,27",2,"26,27",0.02
"14,15",1,,0.02
"21,20",16,,0.02
"2,3",5,3,0.02
"2,3",3,,0.02
"2,3",7,"2,3",0.02
"15,14",3,,0.02
"3,2",7,"2,3",0.02
"15,14",14,15,0.02
"26,27",10,,0.02
"9,8",13,8,0.02
"14,15",2,,0.02
"8,9",9,,0.02
"20,21",20,,0.02
9,12,9,0.02
"21,20",2,,0.02
2,7,2,0.02
"8,9",16,,0.02
"26,27",19,,0.02
"3,2",18,2,0.02
"20,21",12,,0.02
21,4,21,0.02
"26,27",8,,0.02
"2,3",13,,0.02
"27,26",6,26,0.02
"20,21",14,"21,20",0.02
"15,14",7,,0.02
"26,27",2,,0.02
"8,7,9",4,,0.02
"3,2",19,,0.02
8,8,,0.02
