"21,15,20,19,18,22,24,23,25",113,20,0.02
"182,189,180,181,179,184,183,175",100,,0.02
"176,181,177,179",110,,0.02
"141,139,142,140,143,138,144",115,,0.02
"63,61,60,58,64,70,57,62,59",105,62,0.02
"138,141,142,136,144",106,,0.02
"16,20",4,,0.02
"181,183,180,184,176,179,177,178,185,187",20,"183,187",0.02
"22,20,26,18,23,21",1,,0.02
"101,97,100",10,,0.02
"179,180,183,177,178",13,,0.02
"62,61,60,57",9,,0.02
59,9,,0.02
"183,182,181,180,185",2,"182,183",0.02
"61,60,57,65,62,63,59,56,67",13,57,0.02
"61,62",11,"61,62",0.02
"20,22,21",6,21,0.02
"61,58",8,"61,58",0.02
60,20,60,0.02
135,8,135,0.02
"100,99,98,106,101,105,93,102,96",12,,0.02
"138,150,145",3,"150,138",0.02
"104,101,98,102,100,107,97,96",7,100,0.02
"178,179,182,181,184,177",14,,0.02
"57,64",15,,0.02
"141,139,140,146,143,137,142",17,137,0.02
"98,104,101,97",14,104,0.02
"18,19,20,21,22,17,23,27",19,"18,17",0.02
"140,138,142,136,143",18,143,0.02
101,11,,0.02
"181,182,185,180,183,179,174",11,179,0.02
21,1,21,0.02
"20,26,19,17,15,22,21",6,,0.02
"143,140",3,,0.02
"140,139",3,,0.02
"60,61,57,58,62,63,59,64",9,"58,59",0.02
"65,60,61,57,62,63,59,58,64",13,,0.02
"61,60,62",10,62,0.02
"100,97,92,101,99",17,,0.02
"100,108,96,101,97,95,102,98",14,,0.02
