"34,35,33",539,33,0.001
"15,14,16",510,15,0.001
34,605,34,0.001
"25,26,24",539,26,0.001
"35,34,36",500,34,0.001
"15,14,13",620,14,0.001
"34,35,33",5,34,0.001
"34,35,33,36",14,35,0.001
"15,14,16,13",1,13,0.001
"44,45,43",17,45,0.001
"4,5",20,4,0.001
14,8,14,0.001
"35,34",20,34,0.001
"24,25,26,23",20,23,0.001
"44,46,45",12,46,0.001
"24,25,26",7,24,0.001
"45,44,43",17,45,0.001
"34,35,33",9,35,0.001
"5,4,3",15,3,0.001
"35,34,36",18,35,0.001
"5,6,4",7,5,0.001
"44,45",13,45,0.001
"34,35",11,34,0.001
"35,34",4,35,0.001
"14,15",17,15,0.001
"24,25,26",10,26,0.001
"24,25",11,25,0.001
"44,45",12,44,0.001
"44,45",8,44,0.001
"45,44,46",8,44,0.001
"4,5",9,4,0.001
44,20,44,0.001
"45,44,43",19,45,0.001
"34,36,35,33",14,34,0.001
"44,45,46",13,46,0.001
"25,24",8,25,0.001
"35,34",3,34,0.001
"15,13,14,16",5,16,0.001
"44,45",13,45,0.001
"13,15,16,14",13,13,0.001
34,7,34,0.001
"14,13,15",4,14,0.001
35,1,35,0.001
"25,26",16,25,0.001
25,20,25,0.001
"25,24",15,24,0.001
"34,35,36",5,34,0.001
"5,4,3",16,3,0.001
"45,44",9,44,0.001
"25,24,26",7,25,0.001
"34,35",19,34,0.001
"35,34",14,34,0.001
"25,24",16,24,0.001
"35,34",12,34,0.001
"25,24",6,25,0.001
5,5,5,0.001
44,7,44,0.001
"35,34",17,35,0.001
"15,13,16,14",2,16,0.001
"14,15",3,15,0.001
"3,5,6,4",7,4,0.001
"14,15,13",7,15,0.001
"25,24,26",16,26,0.001
"4,5",3,4,0.001
"14,15",19,14,0.001
"34,35,36",13,36,0.001
"24,25,26",3,24,0.001
"25,24,23",13,25,0.001
"46,45,44",20,45,0.001
24,15,24,0.001
"14,15,16",19,15,0.001
"24,25",3,24,0.001
"45,44",2,44,0.001
4,7,4,0.001
"15,14",13,14,0.001
"34,35",11,34,0.001
"15,14",13,15,0.001
"43,45,44",19,43,0.001
"44,45,43",4,43,0.001
"15,14",17,14,0.001
"34,32,35",10,35,0.001
"35,34,36",10,34,0.001
"24,23,26,25",5,26,0.001
"44,45,47",6,47,0.001
"14,13,15",7,14,0.001
45,17,45,0.001
"24,23,25",6,25,0.001
"15,14,13",13,13,0.001
"35,33,34",14,35,0.001
"44,45",10,44,0.001
"15,14,16",20,15,0.001
"45,44,43,46",7,44,0.001
"45,44",10,44,0.001
"4,6,5",15,5,0.001
"44,45,43",17,45,0.001
"45,44",16,45,0.001
"13,15,14",18,15,0.001
"13,14,15,16",14,15,0.001
"43,45,44",1,45,0.001
"4,5,6",20,5,0.001
"34,35",14,35,0.001
"25,24",9,24,0.001
3,4,3,0.001
"44,46,45",19,46,0.001
"4,5,6",15,4,0.001
"45,44",1,45,0.001
"14,15,12",14,15,0.001
"44,45",6,45,0.001
"34,35",4,34,0.001
"35,34",19,35,0.001
"15,16,14",2,15,0.001
"4,5",3,5,0.001
"24,26,25",12,26,0.001
"25,24",2,25,0.001
"5,4",8,5,0.001
"14,13,15",17,13,0.001
"15,14",15,15,0.001
"24,25",8,24,0.001
24,14,24,0.001
"44,45",15,44,0.001
"44,43,45",6,43,0.001
"5,4,3",1,5,0.001
"35,33,34",7,33,0.001
"5,4",9,4,0.001
"24,23,25",8,24,0.001
"25,24",12,25,0.001
"35,34,36",19,35,0.001
"34,35,36",2,36,0.001
"4,5,3",13,5,0.001
"25,26,24",8,26,0.001
"15,14",11,14,0.001
"25,24",5,24,0.001
"14,15",13,14,0.001
"25,24",20,24,0.001
"25,24",6,24,0.001
"15,14",1,15,0.001
33,5,33,0.001
4,9,4,0.001
"3,4,5",13,5,0.001
"5,4",19,4,0.001
"45,44",20,45,0.001
"44,45,46",12,45,0.001
"14,15,13",16,14,0.001
"24,25",8,24,0.001
"45,43,44",20,44,0.001
"5,4",17,5,0.001
23,12,23,0.001
"4,5",20,4,0.001
"26,23,24,25",1,25,0.001
"4,6,5",10,6,0.001
"35,34,33",17,33,0.001
"15,14",8,15,0.001
"5,6,4",16,6,0.001
"13,15,14",6,13,0.001
"24,25",4,24,0.001
"35,34",3,34,0.001
"45,44",5,45,0.001
"44,45,43",10,43,0.001
"14,15",5,15,0.001
"4,5",11,5,0.001
"35,34",16,35,0.001
