"184,180,178",112,180,0.001
99,109,99,0.001
"141,134,142",125,142,0.001
"101,103,100,108,98,99",114,103,0.001
"181,179,180,174,178,177",124,174,0.001
"100,99,105,101,103,102,104,98",108,100,0.001
"61,57,60",13,60,0.001
"181,176",4,176,0.001
101,7,101,0.001
179,19,179,0.001
"139,141,142,140",9,142,0.001
"61,60,59,62,55",4,61,0.001
140,10,140,0.001
"22,14,25,20,21,18,16,19",2,25,0.001
"62,63,61,66,58,60,56",18,58,0.001
"185,181,179,177,180",18,179,0.001
"59,60,62,61,64",3,62,0.001
"60,67,63,61,66,59",13,66,0.001
"100,101,102,96,104",2,102,0.001
"176,183,178",7,178,0.001
"139,140,138,143,144,141,137,142,145",8,137,0.001
"137,141,140,145,138,139,142,143,135,136",13,145,0.001
"178,179,182,180,181,183,186",19,180,0.001
"142,140,139,145,141,136,143",17,142,0.001
"141,145,134,146,137,144,140",16,145,0.001
"100,102,98,101,99,103,97,107,96",12,99,0.001
"101,98,102,100,97,94",8,94,0.001
"143,140,136,142,141",2,142,0.001
60,6,60,0.001
"182,181,183,180,185",2,181,0.001
"139,140",4,140,0.001
"60,66,61,64,62,63,59,52,54,58",14,62,0.001
181,16,181,0.001
141,10,141,0.001
"99,101,100",9,100,0.001
"102,96,101,104",8,104,0.001
"98,100,102,101",14,102,0.001
"140,143,142,141",1,140,0.001
